Name	SMILES	InChI	InChIKey	Molecular Weight
Schrodinger_fragment_348	O=C1Cc2ccccc2C(=O)N1	InChI=1S/C9H7NO2/c11-8-5-6-3-1-2-4-7(6)9(12)10-8/h1-4H,5H2,(H,10,11,12)	QGNQEODJYRGEJX-UHFFFAOYSA-N	161.16
Schrodinger_fragment_349	CN1C(=O)Cc2ccccc2C1=O	InChI=1S/C10H9NO2/c1-11-9(12)6-7-4-2-3-5-8(7)10(11)13/h2-5H,6H2,1H3	JNMUQWIITYQZSA-UHFFFAOYSA-N	175.187
Schrodinger_fragment_350	C[NH+]1CCC2(CC[NH2+]CC2)CC1	InChI=1S/C10H20N2/c1-12-8-4-10(5-9-12)2-6-11-7-3-10/h11H,2-9H2,1H3/p+2	OFXQSNLQXDCJCP-UHFFFAOYSA-P	170.3
Schrodinger_fragment_351	C[NH+]1CCC2(CC1)CC[NH+](C)CC2	InChI=1S/C11H22N2/c1-12-7-3-11(4-8-12)5-9-13(2)10-6-11/h3-10H2,1-2H3/p+2	OVZDLBJWXQEACI-UHFFFAOYSA-P	184.32700000000003
Schrodinger_fragment_351_a	CN1CCC2(CC1)CC[NH+](C)CC2	InChI=1S/C11H22N2/c1-12-7-3-11(4-8-12)5-9-13(2)10-6-11/h3-10H2,1-2H3/p+1	OVZDLBJWXQEACI-UHFFFAOYSA-O	183.31900000000002
Schrodinger_fragment_352	O=c1cc[nH]c2ncccc12	InChI=1S/C8H6N2O/c11-7-3-5-10-8-6(7)2-1-4-9-8/h1-5H,(H,9,10,11)	NQUIRWXTTAMWIU-UHFFFAOYSA-N	146.14899999999997
Schrodinger_fragment_352_a	[O-]c1ccnc2ncccc12	InChI=1S/C8H6N2O/c11-7-3-5-10-8-6(7)2-1-4-9-8/h1-5H,(H,9,10,11)/p-1	NQUIRWXTTAMWIU-UHFFFAOYSA-M	145.14099999999996
Schrodinger_fragment_353	Cn1ccc(=O)c2cccnc21	InChI=1S/C9H8N2O/c1-11-6-4-8(12)7-3-2-5-10-9(7)11/h2-6H,1H3	AMOCOOWPWZMACC-UHFFFAOYSA-N	160.17599999999996
Schrodinger_fragment_354	O=c1[nH]cnc2ccccc12	InChI=1S/C8H6N2O/c11-8-6-3-1-2-4-7(6)9-5-10-8/h1-5H,(H,9,10,11)	QMNUDYFKZYBWQX-UHFFFAOYSA-N	146.149
Schrodinger_fragment_354_a	O=c1nc[nH]c2ccccc12	InChI=1S/C8H6N2O/c11-8-6-3-1-2-4-7(6)9-5-10-8/h1-5H,(H,9,10,11)	QMNUDYFKZYBWQX-UHFFFAOYSA-N	146.149
Schrodinger_fragment_354_b	[O-]c1ncnc2ccccc12	InChI=1S/C8H6N2O/c11-8-6-3-1-2-4-7(6)9-5-10-8/h1-5H,(H,9,10,11)/p-1	QMNUDYFKZYBWQX-UHFFFAOYSA-M	145.141
Schrodinger_fragment_355	Cn1cnc2ccccc2c1=O	InChI=1S/C9H8N2O/c1-11-6-10-8-5-3-2-4-7(8)9(11)12/h2-6H,1H3	FJVAQPINJBFBLI-UHFFFAOYSA-N	160.176
Schrodinger_fragment_356	O=c1cnc2ccccc2[nH]1	InChI=1S/C8H6N2O/c11-8-5-9-6-3-1-2-4-7(6)10-8/h1-5H,(H,10,11)	FFRYUAVNPBUEIC-UHFFFAOYSA-N	146.149
Schrodinger_fragment_356_a	[O-]c1cnc2ccccc2n1	InChI=1S/C8H6N2O/c11-8-5-9-6-3-1-2-4-7(6)10-8/h1-5H,(H,10,11)/p-1	FFRYUAVNPBUEIC-UHFFFAOYSA-M	145.141
Schrodinger_fragment_357	Cn1c(=O)cnc2ccccc21	InChI=1S/C9H8N2O/c1-11-8-5-3-2-4-7(8)10-6-9(11)12/h2-6H,1H3	CHPVQLYVDDOWNT-UHFFFAOYSA-N	160.176
Schrodinger_fragment_358	O=c1ccnc2ccccn12	InChI=1S/C8H6N2O/c11-8-4-5-9-7-3-1-2-6-10(7)8/h1-6H	NYJWYCAHJRGKMI-UHFFFAOYSA-N	146.14899999999997
Schrodinger_fragment_359	O=c1ccc2cnccc2[nH]1	InChI=1S/C8H6N2O/c11-8-2-1-6-5-9-4-3-7(6)10-8/h1-5H,(H,10,11)	ZQKMVHXJWJNEQG-UHFFFAOYSA-N	146.14899999999997
Schrodinger_fragment_359_a	[O-]c1ccc2cnccc2n1	InChI=1S/C8H6N2O/c11-8-2-1-6-5-9-4-3-7(6)10-8/h1-5H,(H,10,11)/p-1	ZQKMVHXJWJNEQG-UHFFFAOYSA-M	145.14099999999996
Schrodinger_fragment_360	Cn1c(=O)ccc2cnccc21	InChI=1S/C9H8N2O/c1-11-8-4-5-10-6-7(8)2-3-9(11)12/h2-6H,1H3	OWWCLOSSLOIRMJ-UHFFFAOYSA-N	160.17599999999996
Schrodinger_fragment_361	O=C1NCc2ccccc2N1	InChI=1S/C8H8N2O/c11-8-9-5-6-3-1-2-4-7(6)10-8/h1-4H,5H2,(H2,9,10,11)	CTOUNZIAEBIWAW-UHFFFAOYSA-N	148.165
Schrodinger_fragment_362	CN1Cc2ccccc2NC1=O	InChI=1S/C9H10N2O/c1-11-6-7-4-2-3-5-8(7)10-9(11)12/h2-5H,6H2,1H3,(H,10,12)	GINUUQLRYXHAPB-UHFFFAOYSA-N	162.19199999999998
Schrodinger_fragment_363	CN1Cc2ccccc2N(C)C1=O	InChI=1S/C10H12N2O/c1-11-7-8-5-3-4-6-9(8)12(2)10(11)13/h3-6H,7H2,1-2H3	GSXMSFLLOUQAKR-UHFFFAOYSA-N	176.21899999999997
Schrodinger_fragment_364	CN1C(=O)NCc2ccccc21	InChI=1S/C9H10N2O/c1-11-8-5-3-2-4-7(8)6-10-9(11)12/h2-5H,6H2,1H3,(H,10,12)	MVCFDHLQJVJMDE-UHFFFAOYSA-N	162.19199999999998
Schrodinger_fragment_365	Cn1c(=O)[nH]c2ccccc2c1=O	InChI=1S/C9H8N2O2/c1-11-8(12)6-4-2-3-5-7(6)10-9(11)13/h2-5H,1H3,(H,10,13)	LFGZKCYBINPOTA-UHFFFAOYSA-N	176.175
Schrodinger_fragment_365_a	Cn1c([O-])nc2ccccc2c1=O	InChI=1S/C9H8N2O2/c1-11-8(12)6-4-2-3-5-7(6)10-9(11)13/h2-5H,1H3,(H,10,13)/p-1	LFGZKCYBINPOTA-UHFFFAOYSA-M	175.167
Schrodinger_fragment_366	Cn1c(=O)c2ccccc2n(C)c1=O	InChI=1S/C10H10N2O2/c1-11-8-6-4-3-5-7(8)9(13)12(2)10(11)14/h3-6H,1-2H3	DHSVUPZSHZKQDA-UHFFFAOYSA-N	190.202
Schrodinger_fragment_367	Cn1c(=O)[nH]c(=O)c2ccccc21	InChI=1S/C9H8N2O2/c1-11-7-5-3-2-4-6(7)8(12)10-9(11)13/h2-5H,1H3,(H,10,12,13)	RWFOOMQYIRITHL-UHFFFAOYSA-N	176.17499999999998
Schrodinger_fragment_367_a	Cn1c(=O)[n-]c(=O)c2ccccc21	InChI=1S/C9H8N2O2/c1-11-7-5-3-2-4-6(7)8(12)10-9(11)13/h2-5H,1H3,(H,10,12,13)/p-1	RWFOOMQYIRITHL-UHFFFAOYSA-M	175.167
Schrodinger_fragment_368	O=c1[nH]c2ccccc2[nH]c1=O	InChI=1S/C8H6N2O2/c11-7-8(12)10-6-4-2-1-3-5(6)9-7/h1-4H,(H,9,11)(H,10,12)	ABJFBJGGLJVMAQ-UHFFFAOYSA-N	162.148
Schrodinger_fragment_368_a	O=c1[nH]c2ccccc2nc1[O-]	InChI=1S/C8H6N2O2/c11-7-8(12)10-6-4-2-1-3-5(6)9-7/h1-4H,(H,9,11)(H,10,12)/p-1	ABJFBJGGLJVMAQ-UHFFFAOYSA-M	161.14000000000001
Schrodinger_fragment_369	Cn1c(=O)c(=O)[nH]c2ccccc21	InChI=1S/C9H8N2O2/c1-11-7-5-3-2-4-6(7)10-8(12)9(11)13/h2-5H,1H3,(H,10,12)	ZJDLDFIDSAFPFG-UHFFFAOYSA-N	176.175
Schrodinger_fragment_369_a	Cn1c(=O)c([O-])nc2ccccc21	InChI=1S/C9H8N2O2/c1-11-7-5-3-2-4-6(7)10-8(12)9(11)13/h2-5H,1H3,(H,10,12)/p-1	ZJDLDFIDSAFPFG-UHFFFAOYSA-M	175.167
Schrodinger_fragment_370	Cn1c(=O)c(=O)n(C)c2ccccc21	InChI=1S/C10H10N2O2/c1-11-7-5-3-4-6-8(7)12(2)10(14)9(11)13/h3-6H,1-2H3	MXWJILNOXSNALO-UHFFFAOYSA-N	190.202
Schrodinger_fragment_371	O=S1(=O)NCNc2ccccc21	InChI=1S/C7H8N2O2S/c10-12(11)7-4-2-1-3-6(7)8-5-9-12/h1-4,8-9H,5H2	OKXYPUDKVYVJDI-UHFFFAOYSA-N	184.21999999999997
Schrodinger_fragment_371_a	O=S1(=O)[N-]CNc2ccccc21	InChI=1S/C7H7N2O2S/c10-12(11)7-4-2-1-3-6(7)8-5-9-12/h1-4,8H,5H2/q-1	WFCPUUSKRHGKCS-UHFFFAOYSA-N	183.212
Schrodinger_fragment_372	CN1CNc2ccccc2S1(=O)=O	InChI=1S/C8H10N2O2S/c1-10-6-9-7-4-2-3-5-8(7)13(10,11)12/h2-5,9H,6H2,1H3	GGSFGFPTXMADRR-UHFFFAOYSA-N	198.24699999999999
Schrodinger_fragment_373	CN1CN(C)S(=O)(=O)c2ccccc21	InChI=1S/C9H12N2O2S/c1-10-7-11(2)14(12,13)9-6-4-3-5-8(9)10/h3-6H,7H2,1-2H3	QHXFFCUJHFOTOM-UHFFFAOYSA-N	212.27399999999997
Schrodinger_fragment_374	CN1CNS(=O)(=O)c2ccccc21	InChI=1S/C8H10N2O2S/c1-10-6-9-13(11,12)8-5-3-2-4-7(8)10/h2-5,9H,6H2,1H3	LNJXLZUYZWGOLN-UHFFFAOYSA-N	198.24699999999999
Schrodinger_fragment_374_a	CN1C[N-]S(=O)(=O)c2ccccc21	InChI=1S/C8H9N2O2S/c1-10-6-9-13(11,12)8-5-3-2-4-7(8)10/h2-5H,6H2,1H3/q-1	RUZBFGSCONFNPH-UHFFFAOYSA-N	197.23899999999998
Schrodinger_fragment_375	O=S1(=O)NCc2ccccc2N1	InChI=1S/C7H8N2O2S/c10-12(11)8-5-6-3-1-2-4-7(6)9-12/h1-4,8-9H,5H2	HJOCDLYJUZLBLI-UHFFFAOYSA-N	184.22
Schrodinger_fragment_375_a	O=S1(=O)[N-]Cc2ccccc2N1	InChI=1S/C7H7N2O2S/c10-12(11)8-5-6-3-1-2-4-7(6)9-12/h1-4,9H,5H2/q-1	VTPJVONKYHEWPY-UHFFFAOYSA-N	183.212
Schrodinger_fragment_375_b	O=S1(=O)[N-]c2ccccc2CN1	InChI=1S/C7H7N2O2S/c10-12(11)8-5-6-3-1-2-4-7(6)9-12/h1-4,8H,5H2/q-1	VCOZWMQODYYTLH-UHFFFAOYSA-N	183.212
Schrodinger_fragment_376	CN1Cc2ccccc2NS1(=O)=O	InChI=1S/C8H10N2O2S/c1-10-6-7-4-2-3-5-8(7)9-13(10,11)12/h2-5,9H,6H2,1H3	ROLKWHSWLJWANC-UHFFFAOYSA-N	198.24699999999999
Schrodinger_fragment_376_a	CN1Cc2ccccc2[N-]S1(=O)=O	InChI=1S/C8H9N2O2S/c1-10-6-7-4-2-3-5-8(7)9-13(10,11)12/h2-5H,6H2,1H3/q-1	IOOFTRMSCFUJNT-UHFFFAOYSA-N	197.23899999999998
Schrodinger_fragment_377	CN1Cc2ccccc2N(C)S1(=O)=O	InChI=1S/C9H12N2O2S/c1-10-7-8-5-3-4-6-9(8)11(2)14(10,12)13/h3-6H,7H2,1-2H3	PQHNKGNQNCYISS-UHFFFAOYSA-N	212.27399999999997
Schrodinger_fragment_378	CN1c2ccccc2CNS1(=O)=O	InChI=1S/C8H10N2O2S/c1-10-8-5-3-2-4-7(8)6-9-13(10,11)12/h2-5,9H,6H2,1H3	WLDGRYCGGXNNKS-UHFFFAOYSA-N	198.24699999999999
Schrodinger_fragment_378_a	CN1c2ccccc2C[N-]S1(=O)=O	InChI=1S/C8H9N2O2S/c1-10-8-5-3-2-4-7(8)6-9-13(10,11)12/h2-5H,6H2,1H3/q-1	ZMMNRDKXEJJHLN-UHFFFAOYSA-N	197.23899999999998
Schrodinger_fragment_379	O=S1(=O)NC=Nc2ccccc21	InChI=1S/C7H6N2O2S/c10-12(11)7-4-2-1-3-6(7)8-5-9-12/h1-5H,(H,8,9)	BBNGVMNBBLPZIR-UHFFFAOYSA-N	182.20399999999998
Schrodinger_fragment_379_a	O=S1(=O)[N-]C=Nc2ccccc21	InChI=1S/C7H5N2O2S/c10-12(11)7-4-2-1-3-6(7)8-5-9-12/h1-5H/q-1	AJDNYEQIDPTVEH-UHFFFAOYSA-N	181.19599999999997
Schrodinger_fragment_379_b	O=S1(=O)[NH+]=CNc2ccccc21	InChI=1S/C7H6N2O2S/c10-12(11)7-4-2-1-3-6(7)8-5-9-12/h1-5H,(H,8,9)/p+1	BBNGVMNBBLPZIR-UHFFFAOYSA-O	183.212
Schrodinger_fragment_379_c	O=S1(=O)N=CNc2ccccc21	InChI=1S/C7H6N2O2S/c10-12(11)7-4-2-1-3-6(7)8-5-9-12/h1-5H,(H,8,9)	BBNGVMNBBLPZIR-UHFFFAOYSA-N	182.20399999999998
Schrodinger_fragment_380	CN1C=Nc2ccccc2S1(=O)=O	InChI=1S/C8H8N2O2S/c1-10-6-9-7-4-2-3-5-8(7)13(10,11)12/h2-6H,1H3	MQBVMZMUVGRESP-UHFFFAOYSA-N	196.23099999999997
Schrodinger_fragment_380_a	CN1C=[NH+]c2ccccc2S1(=O)=O	InChI=1S/C8H8N2O2S/c1-10-6-9-7-4-2-3-5-8(7)13(10,11)12/h2-6H,1H3/p+1	MQBVMZMUVGRESP-UHFFFAOYSA-O	197.23899999999998
Schrodinger_fragment_381	O=S1(=O)N=C([O-])c2ccccc2[N-]1	InChI=1S/C7H5N2O3S/c10-7-5-3-1-2-4-6(5)8-13(11,12)9-7/h1-4H,(H-,8,9,10)/q-1/p-1	SZBWDTKNRZFITA-UHFFFAOYSA-M	196.187
Schrodinger_fragment_381_a	O=C1NS(=O)(=O)[N-]c2ccccc21	InChI=1S/C7H6N2O3S/c10-7-5-3-1-2-4-6(5)8-13(11,12)9-7/h1-4H,(H2,8,9,10)/p-1	HLFOGXWVOUUNPL-UHFFFAOYSA-M	197.195
Schrodinger_fragment_381_b	O=S1(=O)N=C([O-])c2ccccc2N1	InChI=1S/C7H6N2O3S/c10-7-5-3-1-2-4-6(5)8-13(11,12)9-7/h1-4,8H,(H,9,10)/p-1	MQZXGMYANOJYIY-UHFFFAOYSA-M	197.19500000000002
Schrodinger_fragment_382	CN1C(=O)c2ccccc2[N-]S1(=O)=O	InChI=1S/C8H8N2O3S/c1-10-8(11)6-4-2-3-5-7(6)9-14(10,12)13/h2-5H,1H3,(H,9,11)/p-1	KLGPWVZDVYHQLO-UHFFFAOYSA-M	211.222
Schrodinger_fragment_382_a	CN1C(=O)c2ccccc2NS1(=O)=O	InChI=1S/C8H8N2O3S/c1-10-8(11)6-4-2-3-5-7(6)9-14(10,12)13/h2-5,9H,1H3	UYQCNKJNSGSECZ-UHFFFAOYSA-N	212.23000000000002
Schrodinger_fragment_383	CN1C(=O)c2ccccc2N(C)S1(=O)=O	InChI=1S/C9H10N2O3S/c1-10-8-6-4-3-5-7(8)9(12)11(2)15(10,13)14/h3-6H,1-2H3	ZFWXFTSKGBZYIX-UHFFFAOYSA-N	226.257
Schrodinger_fragment_384	CN1c2ccccc2C([O-])=NS1(=O)=O	InChI=1S/C8H8N2O3S/c1-10-7-5-3-2-4-6(7)8(11)9-14(10,12)13/h2-5H,1H3,(H,9,11)/p-1	SDFNUKXPJXSHEO-UHFFFAOYSA-M	211.222
Schrodinger_fragment_384_a	CN1c2ccccc2C(=O)NS1(=O)=O	InChI=1S/C8H8N2O3S/c1-10-7-5-3-2-4-6(7)8(11)9-14(10,12)13/h2-5H,1H3,(H,9,11)	SDFNUKXPJXSHEO-UHFFFAOYSA-N	212.23
Schrodinger_fragment_385	O=C1CCc2cncnc2N1	InChI=1S/C7H7N3O/c11-6-2-1-5-3-8-4-9-7(5)10-6/h3-4H,1-2H2,(H,8,9,10,11)	IEPKYYKIHJSXQJ-UHFFFAOYSA-N	149.153
Schrodinger_fragment_385_a	[O-]C1=Nc2ncncc2CC1	InChI=1S/C7H7N3O/c11-6-2-1-5-3-8-4-9-7(5)10-6/h3-4H,1-2H2,(H,8,9,10,11)/p-1	IEPKYYKIHJSXQJ-UHFFFAOYSA-M	148.14499999999998
Schrodinger_fragment_386	CN1C(=O)CCc2cncnc21	InChI=1S/C8H9N3O/c1-11-7(12)3-2-6-4-9-5-10-8(6)11/h4-5H,2-3H2,1H3	VEBMSSPIOUPHTK-UHFFFAOYSA-N	163.17999999999998
Schrodinger_fragment_387	[O-]c1ccc2cncnc2n1	InChI=1S/C7H5N3O/c11-6-2-1-5-3-8-4-9-7(5)10-6/h1-4H,(H,8,9,10,11)/p-1	WDHAAJIGSXNPFO-UHFFFAOYSA-M	146.129
Schrodinger_fragment_387_a	O=c1ccc2cncnc2[nH]1	InChI=1S/C7H5N3O/c11-6-2-1-5-3-8-4-9-7(5)10-6/h1-4H,(H,8,9,10,11)	WDHAAJIGSXNPFO-UHFFFAOYSA-N	147.137
Schrodinger_fragment_388	Cn1c(=O)ccc2cncnc21	InChI=1S/C8H7N3O/c1-11-7(12)3-2-6-4-9-5-10-8(6)11/h2-5H,1H3	YUKLRMWQYBFCJW-UHFFFAOYSA-N	161.164
Schrodinger_fragment_389	O=C1C[N@H+]2CCCN[C@H]2CN1	InChI=1S/C7H13N3O/c11-7-5-10-3-1-2-8-6(10)4-9-7/h6,8H,1-5H2,(H,9,11)/p+1/t6-/m1/s1	GUOVGTKLBYOYDJ-ZCFIWIBFSA-O	156.20900000000003
Schrodinger_fragment_389_a	[O-]C1=NC[C@@H]2NCCC[N@@H+]2C1	InChI=1S/C7H13N3O/c11-7-5-10-3-1-2-8-6(10)4-9-7/h6,8H,1-5H2,(H,9,11)/t6-/m1/s1	GUOVGTKLBYOYDJ-ZCFIWIBFSA-N	155.20100000000002
Schrodinger_fragment_390	O=C1C[N@H+]2CCCN[C@@H]2CN1	InChI=1S/C7H13N3O/c11-7-5-10-3-1-2-8-6(10)4-9-7/h6,8H,1-5H2,(H,9,11)/p+1/t6-/m0/s1	GUOVGTKLBYOYDJ-LURJTMIESA-O	156.20900000000003
Schrodinger_fragment_390_a	[O-]C1=NC[C@H]2NCCC[N@@H+]2C1	InChI=1S/C7H13N3O/c11-7-5-10-3-1-2-8-6(10)4-9-7/h6,8H,1-5H2,(H,9,11)/t6-/m0/s1	GUOVGTKLBYOYDJ-LURJTMIESA-N	155.20100000000002
Schrodinger_fragment_391	O=C1C[N@@H+]2CCCN[C@H]2CN1	InChI=1S/C7H13N3O/c11-7-5-10-3-1-2-8-6(10)4-9-7/h6,8H,1-5H2,(H,9,11)/p+1/t6-/m1/s1	GUOVGTKLBYOYDJ-ZCFIWIBFSA-O	156.20900000000003
Schrodinger_fragment_391_a	[O-]C1=NC[C@@H]2NCCC[N@H+]2C1	InChI=1S/C7H13N3O/c11-7-5-10-3-1-2-8-6(10)4-9-7/h6,8H,1-5H2,(H,9,11)/t6-/m1/s1	GUOVGTKLBYOYDJ-ZCFIWIBFSA-N	155.20100000000002
Schrodinger_fragment_392	O=C1C[N@@H+]2CCCN[C@@H]2CN1	InChI=1S/C7H13N3O/c11-7-5-10-3-1-2-8-6(10)4-9-7/h6,8H,1-5H2,(H,9,11)/p+1/t6-/m0/s1	GUOVGTKLBYOYDJ-LURJTMIESA-O	156.20900000000003
Schrodinger_fragment_392_a	[O-]C1=NC[C@H]2NCCC[N@H+]2C1	InChI=1S/C7H13N3O/c11-7-5-10-3-1-2-8-6(10)4-9-7/h6,8H,1-5H2,(H,9,11)/t6-/m0/s1	GUOVGTKLBYOYDJ-LURJTMIESA-N	155.20100000000002
Schrodinger_fragment_393	C[N@H+]1CCCN2CC(=O)NC[C@@H]21	InChI=1S/C8H15N3O/c1-10-3-2-4-11-6-7(12)9-5-8(10)11/h8H,2-6H2,1H3,(H,9,12)/p+1/t8-/m1/s1	VXCAQXFQANYBOR-MRVPVSSYSA-O	170.23600000000002
Schrodinger_fragment_393_a	CN1CCC[N@@H+]2CC(=O)NC[C@H]12	InChI=1S/C8H15N3O/c1-10-3-2-4-11-6-7(12)9-5-8(10)11/h8H,2-6H2,1H3,(H,9,12)/p+1/t8-/m1/s1	VXCAQXFQANYBOR-MRVPVSSYSA-O	170.23600000000002
Schrodinger_fragment_393_b	C[N@H+]1CCCN2CC([O-])=NC[C@@H]21	InChI=1S/C8H15N3O/c1-10-3-2-4-11-6-7(12)9-5-8(10)11/h8H,2-6H2,1H3,(H,9,12)/t8-/m1/s1	VXCAQXFQANYBOR-MRVPVSSYSA-N	169.228
Schrodinger_fragment_393_c	CN1CCC[N@@H+]2CC([O-])=NC[C@H]12	InChI=1S/C8H15N3O/c1-10-3-2-4-11-6-7(12)9-5-8(10)11/h8H,2-6H2,1H3,(H,9,12)/t8-/m1/s1	VXCAQXFQANYBOR-MRVPVSSYSA-N	169.228
Schrodinger_fragment_394	C[N@H+]1CCCN2CC(=O)NC[C@H]21	InChI=1S/C8H15N3O/c1-10-3-2-4-11-6-7(12)9-5-8(10)11/h8H,2-6H2,1H3,(H,9,12)/p+1/t8-/m0/s1	VXCAQXFQANYBOR-QMMMGPOBSA-O	170.23600000000002
Schrodinger_fragment_394_a	CN1CCC[N@@H+]2CC(=O)NC[C@@H]12	InChI=1S/C8H15N3O/c1-10-3-2-4-11-6-7(12)9-5-8(10)11/h8H,2-6H2,1H3,(H,9,12)/p+1/t8-/m0/s1	VXCAQXFQANYBOR-QMMMGPOBSA-O	170.23600000000002
Schrodinger_fragment_394_b	C[N@H+]1CCCN2CC([O-])=NC[C@H]21	InChI=1S/C8H15N3O/c1-10-3-2-4-11-6-7(12)9-5-8(10)11/h8H,2-6H2,1H3,(H,9,12)/t8-/m0/s1	VXCAQXFQANYBOR-QMMMGPOBSA-N	169.228
Schrodinger_fragment_394_c	CN1CCC[N@@H+]2CC([O-])=NC[C@@H]12	InChI=1S/C8H15N3O/c1-10-3-2-4-11-6-7(12)9-5-8(10)11/h8H,2-6H2,1H3,(H,9,12)/t8-/m0/s1	VXCAQXFQANYBOR-QMMMGPOBSA-N	169.228
Schrodinger_fragment_395	CN1CCC[N@H+]2CC(=O)NC[C@H]12	InChI=1S/C8H15N3O/c1-10-3-2-4-11-6-7(12)9-5-8(10)11/h8H,2-6H2,1H3,(H,9,12)/p+1/t8-/m1/s1	VXCAQXFQANYBOR-MRVPVSSYSA-O	170.23600000000002
Schrodinger_fragment_395_a	CN1CCC[N@H+]2CC([O-])=NC[C@H]12	InChI=1S/C8H15N3O/c1-10-3-2-4-11-6-7(12)9-5-8(10)11/h8H,2-6H2,1H3,(H,9,12)/t8-/m1/s1	VXCAQXFQANYBOR-MRVPVSSYSA-N	169.228
Schrodinger_fragment_396	CN1CCC[N@H+]2CC(=O)NC[C@@H]12	InChI=1S/C8H15N3O/c1-10-3-2-4-11-6-7(12)9-5-8(10)11/h8H,2-6H2,1H3,(H,9,12)/p+1/t8-/m0/s1	VXCAQXFQANYBOR-QMMMGPOBSA-O	170.23600000000002
